fold,condition,image_id,y,p_h2,generator_id,real_domain,checkpoint,h2_head
1,resize_112,pilot_000000,0,0.7693328857421875,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000001,1,0.9410682320594788,tiny::ADM,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000009,1,0.9865960478782654,tiny::SD15,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000015,1,0.9790990352630615,tiny::ADM,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000018,0,0.8523820638656616,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000020,0,0.9673837423324585,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000022,0,0.9377116560935974,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000023,1,0.9873555302619934,tiny::SD15,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000028,0,0.9632455706596375,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000029,1,0.9143282771110535,tiny::ADM,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000037,1,0.9566354155540466,tiny::SD15,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000038,0,0.974015474319458,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
1,resize_112,pilot_000043,1,0.964423418045044,tiny::ADM,,models/v2/clip_lora_fold1_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold1_v1.joblib
