fold,condition,image_id,y,p_h2,generator_id,real_domain,checkpoint,h2_head
2,screenshot_strong,pilot_000000,0,0.4814799726009369,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000003,1,0.5557093024253845,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000011,1,0.053538382053375244,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000017,1,0.3844504952430725,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000018,0,0.504152238368988,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000020,0,0.6166779398918152,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000022,0,0.4002312421798706,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000025,1,0.1929849535226822,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000028,0,0.44390326738357544,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000031,1,0.2389494776725769,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000038,0,0.5129391551017761,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000039,1,0.01648755557835102,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000045,1,0.1139075830578804,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000053,1,0.16340012848377228,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000059,1,0.0554937869310379,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000062,0,0.9454968571662903,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000067,1,0.09323415905237198,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000073,1,0.08721952140331268,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000081,1,0.028058424592018127,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000087,1,0.17720262706279755,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000095,1,0.13676348328590393,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000101,1,0.11834230273962021,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000109,1,0.22421696782112122,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000112,0,0.08295594155788422,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000115,1,0.15381841361522675,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000123,1,0.39999350905418396,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000129,1,0.07985149323940277,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000136,0,0.3660299777984619,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000137,1,0.03309136629104614,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000143,1,0.39372768998146057,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000146,0,0.05093605816364288,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000151,1,0.18179132044315338,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000154,0,0.8553847670555115,real::Tiny-GenImage,Tiny,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000157,1,0.4802020788192749,tiny::BigGAN,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
2,screenshot_strong,pilot_000165,1,0.4500138461589813,tiny::VQDM,,models/v2/clip_lora_fold2_best_v1.pt,models/v2/v2_10b_h2_balanced_logreg_fold2_v1.joblib
