image_id,fold_model,label,generator_id,real_domain,original_role,p_ai
EXT_REAL_0011,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.009984932839870453
EXT_REAL_0012,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.010464073158800602
EXT_REAL_0033,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.009375647641718388
EXT_REAL_0034,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.010846647433936596
EXT_REAL_0040,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.007747669238597155
EXT_REAL_0042,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.009373004548251629
EXT_REAL_0045,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0011785906972363591
EXT_REAL_0056,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0001261259167222306
EXT_REAL_0058,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.021485809236764908
EXT_REAL_0068,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.007937457412481308
EXT_REAL_0076,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0008901881519705057
EXT_REAL_0078,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.03726174309849739
EXT_REAL_0085,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.01792827993631363
EXT_REAL_0088,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0006878095446154475
EXT_REAL_0092,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.026923777535557747
EXT_REAL_0097,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0003384245210327208
EXT_REAL_0105,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0007089265272952616
EXT_REAL_0119,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0005491959163919091
EXT_REAL_0142,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0030880870763212442
EXT_REAL_0148,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.016248784959316254
EXT_REAL_0150,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.004143191035836935
EXT_REAL_0151,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0020848498679697514
EXT_REAL_0156,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.07342036813497543
EXT_REAL_0157,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0031898829620331526
EXT_REAL_0168,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.015987632796168327
EXT_REAL_0172,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0025766140315681696
EXT_REAL_0176,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.001435917685739696
EXT_REAL_0178,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.06739122420549393
EXT_REAL_0201,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0016245803562924266
EXT_REAL_0211,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002185552380979061
EXT_REAL_0214,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00481201009824872
EXT_REAL_0216,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.001316636917181313
EXT_REAL_0228,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.23094472289085388
EXT_REAL_0235,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0002529202029109001
EXT_REAL_0243,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0060010040178895
EXT_REAL_0249,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002929411828517914
EXT_REAL_0255,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.003069623839110136
EXT_REAL_0267,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.014035358093678951
EXT_REAL_0272,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0003839615674223751
EXT_REAL_0278,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0044647203758358955
EXT_REAL_0281,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0017417239723727107
EXT_REAL_0291,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0016257314709946513
EXT_REAL_0297,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.003524716245010495
EXT_REAL_0304,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.005223746877163649
EXT_REAL_0322,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.013386789709329605
EXT_REAL_0331,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.013749361038208008
EXT_REAL_0336,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.013203579932451248
EXT_REAL_0341,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0005852495669387281
EXT_REAL_0345,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.006977275479584932
EXT_REAL_0350,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0007206213194876909
EXT_REAL_0355,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002492692321538925
EXT_REAL_0357,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.14355576038360596
EXT_REAL_0360,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.045930445194244385
EXT_REAL_0368,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00202000280842185
EXT_REAL_0369,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.011002191342413425
EXT_REAL_0373,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.03124752640724182
EXT_REAL_0378,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.004764467943459749
EXT_REAL_0380,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.011231605894863605
EXT_REAL_0396,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.007548255380243063
EXT_REAL_0397,1,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0008361592190340161
MLLM_HYB_real_105,1,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.8239375352859497
MLLM_HYB_real_109,1,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.47418051958084106
MLLM_HYB_real_113,1,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0998869240283966
