image_id,fold_model,label,generator_id,real_domain,original_role,p_ai
EXT_REAL_0011,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.005752989556640387
EXT_REAL_0012,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0001705373142613098
EXT_REAL_0033,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00488416338339448
EXT_REAL_0034,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0032073489855974913
EXT_REAL_0040,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.000977599062025547
EXT_REAL_0042,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0012137902667745948
EXT_REAL_0045,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00024676776956766844
EXT_REAL_0056,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,7.225502827168384e-07
EXT_REAL_0058,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.006524377968162298
EXT_REAL_0068,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.003505102125927806
EXT_REAL_0076,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,4.829011595575139e-05
EXT_REAL_0078,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002545052906498313
EXT_REAL_0085,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.003707029391080141
EXT_REAL_0088,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,1.943548340932466e-05
EXT_REAL_0092,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.017005600035190582
EXT_REAL_0097,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,1.4318537978397217e-05
EXT_REAL_0105,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,9.216660691890866e-05
EXT_REAL_0119,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.001068494631908834
EXT_REAL_0142,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0017375553725287318
EXT_REAL_0148,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0046865064650774
EXT_REAL_0150,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00037132686702534556
EXT_REAL_0151,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,1.1796763828897383e-05
EXT_REAL_0156,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.011068730615079403
EXT_REAL_0157,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0009499317966401577
EXT_REAL_0168,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0009018891723826528
EXT_REAL_0172,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00020986830350011587
EXT_REAL_0176,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00023938903177622706
EXT_REAL_0178,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.23658432066440582
EXT_REAL_0201,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00012519249867182225
EXT_REAL_0211,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0002940530248451978
EXT_REAL_0214,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0014474453637376428
EXT_REAL_0216,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,3.976288280682638e-05
EXT_REAL_0228,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.03140810877084732
EXT_REAL_0235,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,8.187556886696257e-06
EXT_REAL_0243,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0007666086312383413
EXT_REAL_0249,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0001725431066006422
EXT_REAL_0255,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0006506444187834859
EXT_REAL_0267,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0012471616500988603
EXT_REAL_0272,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,2.3995597075554542e-05
EXT_REAL_0278,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0010059518972411752
EXT_REAL_0281,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0009519010200165212
EXT_REAL_0291,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,7.357274444075301e-05
EXT_REAL_0297,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002985144266858697
EXT_REAL_0304,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00032902404200285673
EXT_REAL_0322,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0004531560989562422
EXT_REAL_0331,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0007968934951350093
EXT_REAL_0336,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0011345536913722754
EXT_REAL_0341,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0002719943004194647
EXT_REAL_0345,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0006120147882029414
EXT_REAL_0350,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00021901710715610534
EXT_REAL_0355,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0006308155134320259
EXT_REAL_0357,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.7257046103477478
EXT_REAL_0360,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.005205855239182711
EXT_REAL_0368,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,4.173433990217745e-05
EXT_REAL_0369,2,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0013672203058376908
